customer_id,frequency,recency,T,monetary_value,p_alive,exp_purchases_90d,exp_avg_profit,clv_12m
g-164,0.0,0.0,813.0,0.0,1.0,0.011573838369358812,,
g-165,0.0,0.0,814.0,0.0,1.0,0.011560297932087163,,
g-167,0.0,0.0,825.0,0.0,1.0,0.01141341853994721,,
g-168,0.0,0.0,825.0,0.0,1.0,0.01141341853994721,,
g-169,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-170,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-171,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-172,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-173,0.0,0.0,826.0,0.0,1.0,0.011400250814473547,,
g-174,1.0,247.0,826.0,130.0,0.3256950010431509,0.03738569149755035,148.47122477579362,19.55595139244758
