c1,c2,dist,count
509.0,539.0,0.3011692325555064,8.0
477.0,508.0,0.30278416827413984,5.0
52.0,58.0,0.3035898224262324,2.0
387.0,559.0,0.30754039459093785,4.0
575.0,588.0,0.30773770465471595,4.0
63.0,558.0,0.31911669951539,3.0
334.0,384.0,0.32529871546136185,2.0
315.0,351.0,0.3274160792674451,2.0
216.0,593.0,0.32942367920146876,6.0
202.0,544.0,0.33172871981669416,5.0
44.0,573.0,0.3406151114072681,3.0
572.0,602.0,0.3412097794105793,5.0
466.0,586.0,0.34591540501824625,8.0
276.0,567.0,0.3463664638989499,3.0
205.0,337.0,0.3571799171294499,2.0
545.0,576.0,0.3578152182205234,7.0
564.0,582.0,0.35948940864896317,18.0
101.0,298.0,0.36069119482693407,2.0
347.0,524.0,0.3631582947421455,3.0
541.0,581.0,0.36713358924953227,14.0
246.0,609.0,0.36815510456966466,4.0
144.0,591.0,0.37251835029016034,4.0
345.0,392.0,0.3799788054974904,3.0
142.0,201.0,0.3821354690523444,2.0
57.0,472.0,0.39140154823139184,3.0
67.0,70.0,0.4040768142130629,2.0
322.0,556.0,0.4049286556825519,3.0
585.0,612.0,0.4073094813364906,22.0
71.0,78.0,0.4145999159271834,2.0
38.0,50.0,0.416310672079441,2.0
550.0,569.0,0.41649687090575843,21.0
131.0,214.0,0.42825499621807295,2.0
578.0,599.0,0.42933502898181347,6.0
580.0,608.0,0.4328281805015793,11.0
568.0,579.0,0.43906077120443293,45.0
367.0,571.0,0.45082711804621844,11.0
118.0,592.0,0.4530206158819649,5.0
69.0,77.0,0.4613746292121535,2.0
9.0,17.0,0.4636442388859816,2.0
302.0,618.0,0.4660299085752974,4.0
563.0,587.0,0.46660054152705827,8.0
356.0,607.0,0.46728174417788304,6.0
382.0,435.0,0.48334598596992195,3.0
611.0,629.0,0.48922406342659097,18.0
577.0,616.0,0.49469428478991617,6.0
536.0,590.0,0.49563285490234144,24.0
139.0,245.0,0.4962535939391055,2.0
562.0,606.0,0.49880217340980193,5.0
368.0,589.0,0.5002670612792214,3.0
33.0,598.0,0.5099766671419279,3.0
48.0,61.0,0.5105128848196996,2.0
318.0,332.0,0.5144415662111228,2.0
18.0,26.0,0.5169484223015527,2.0
229.0,552.0,0.5189241694498369,3.0
553.0,597.0,0.5215717026234816,10.0
620.0,625.0,0.5247415713894561,5.0
623.0,631.0,0.5338712380060026,33.0
574.0,596.0,0.5439435440135788,13.0
565.0,637.0,0.547041531143904,8.0
23.0,24.0,0.5480288259678471,2.0
8.0,11.0,0.5563297386192678,2.0
45.0,523.0,0.5576049309427225,3.0
628.0,632.0,0.5768514007128073,11.0
554.0,605.0,0.5810216958547795,7.0
313.0,636.0,0.5855570690390305,9.0
281.0,600.0,0.5987576143181165,5.0
242.0,603.0,0.6040716405934983,3.0
188.0,230.0,0.6193801331105075,2.0
378.0,644.0,0.6271634241895528,4.0
614.0,638.0,0.6279978755495065,6.0
615.0,653.0,0.6286749041534448,27.0
613.0,617.0,0.6300420879479092,6.0
389.0,391.0,0.6317074652855779,5.0
16.0,656.0,0.6382461421014225,3.0
2.0,4.0,0.6456583247924028,2.0
209.0,649.0,0.6491404802371304,4.0
42.0,657.0,0.6674412675424742,4.0
73.0,624.0,0.6730078849449731,3.0
